Hecho Punible,Dpto,Denunciado,Aclarado,Semestre,Mes
HOMICIDIO CULPOSO EN ACC DE TTO.,Boqueron,2,2,2,Agosto
HOMICIDIO DOLOSO,Boqueron,0,0,2,Agosto
HURTO,Boqueron,1,0,2,Agosto
HURTO AGRAVADO,Boqueron,0,0,2,Agosto
LESION CULPOSA EN ACC. DE TTO.,Boqueron,0,0,2,Agosto
LESION,Boqueron,1,0,2,Agosto
ROBO DE OBJETOS,Boqueron,0,0,2,Agosto
ROBO AGRAVADO DE OBJETOS,Boqueron,0,0,2,Agosto
ROBO DE VEHICULOS,Boqueron,0,0,2,Agosto
ROBO AGRAVADO DE VEHICULOS,Boqueron,0,0,2,Agosto
ROBO DE MOTOCICLETAS,Boqueron,0,0,2,Agosto
ROBO AGRAVADO DE MOTOCICLETAS,Boqueron,0,0,2,Agosto
ABIGEATO,Presidente Hayes,1,0,2,Agosto
COACCION SEXUAL,Presidente Hayes,1,1,2,Agosto
HOMICIDIO CULPOSO EN ACC DE TTO.,Presidente Hayes,4,3,2,Agosto
HOMICIDIO DOLOSO,Presidente Hayes,2,2,2,Agosto
HURTO,Presidente Hayes,0,0,2,Agosto
HURTO AGRAVADO,Presidente Hayes,0,0,2,Agosto
LESION CULPOSA EN ACC. DE TTO.,Presidente Hayes,1,1,2,Agosto
LESION,Presidente Hayes,2,2,2,Agosto
ROBO DE OBJETOS,Presidente Hayes,1,0,2,Agosto
ROBO AGRAVADO DE OBJETOS,Presidente Hayes,3,0,2,Agosto
ROBO DE VEHICULOS,Presidente Hayes,0,0,2,Agosto
ROBO AGRAVADO DE VEHICULOS,Presidente Hayes,0,0,2,Agosto
ROBO DE MOTOCICLETAS,Presidente Hayes,1,0,2,Agosto
ROBO AGRAVADO DE MOTOCICLETAS,Presidente Hayes,0,0,2,Agosto
ABIGEATO,Asuncion,0,0,2,Septiembre
COACCION SEXUAL,Asuncion,4,4,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Asuncion,2,2,2,Septiembre
HOMICIDIO DOLOSO,Asuncion,2,2,2,Septiembre
HURTO,Asuncion,21,13,2,Septiembre
HURTO AGRAVADO,Asuncion,13,8,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Asuncion,11,11,2,Septiembre
LESION,Asuncion,12,12,2,Septiembre
ROBO DE OBJETOS,Asuncion,10,7,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Asuncion,12,5,2,Septiembre
ROBO DE VEHICULOS,Asuncion,27,0,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Asuncion,0,0,2,Septiembre
ROBO DE MOTOCICLETAS,Asuncion,53,7,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Asuncion,0,0,2,Septiembre
ABIGEATO,Central,1,0,2,Septiembre
COACCION SEXUAL,Central,15,13,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Central,16,15,2,Septiembre
HOMICIDIO DOLOSO,Central,4,1,2,Septiembre
HURTO,Central,33,19,2,Septiembre
HURTO AGRAVADO,Central,29,16,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Central,61,59,2,Septiembre
LESION,Central,30,12,2,Septiembre
ROBO DE OBJETOS,Central,25,12,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Central,66,12,2,Septiembre
ROBO DE VEHICULOS,Central,22,1,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Central,3,0,2,Septiembre
ROBO DE MOTOCICLETAS,Central,62,1,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Central,7,2,2,Septiembre
ABIGEATO,Cordillera,5,0,2,Septiembre
COACCION SEXUAL,Cordillera,2,0,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Cordillera,5,4,2,Septiembre
HOMICIDIO DOLOSO,Cordillera,1,1,2,Septiembre
HURTO,Cordillera,6,3,2,Septiembre
HURTO AGRAVADO,Cordillera,8,1,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Cordillera,14,14,2,Septiembre
LESION,Cordillera,5,3,2,Septiembre
ROBO DE OBJETOS,Cordillera,0,0,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Cordillera,5,0,2,Septiembre
ROBO DE VEHICULOS,Cordillera,0,0,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Cordillera,1,0,2,Septiembre
ROBO DE MOTOCICLETAS,Cordillera,4,2,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Cordillera,1,0,2,Septiembre
ABIGEATO,Amambay,2,0,2,Septiembre
COACCION SEXUAL,Amambay,4,3,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Amambay,1,1,2,Septiembre
HOMICIDIO DOLOSO,Amambay,15,2,2,Septiembre
HURTO,Amambay,1,1,2,Septiembre
HURTO AGRAVADO,Amambay,2,2,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Amambay,8,8,2,Septiembre
LESION,Amambay,12,2,2,Septiembre
ROBO DE OBJETOS,Amambay,0,0,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Amambay,1,1,2,Septiembre
ROBO DE VEHICULOS,Amambay,0,0,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Amambay,0,0,2,Septiembre
ROBO DE MOTOCICLETAS,Amambay,2,0,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Amambay,1,0,2,Septiembre
ABIGEATO,Concepcion,1,0,2,Septiembre
COACCION SEXUAL,Concepcion,0,0,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Concepcion,2,2,2,Septiembre
HOMICIDIO DOLOSO,Concepcion,2,1,2,Septiembre
HURTO,Concepcion,1,0,2,Septiembre
HURTO AGRAVADO,Concepcion,3,1,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Concepcion,11,10,2,Septiembre
LESION,Concepcion,6,2,2,Septiembre
ROBO DE OBJETOS,Concepcion,1,0,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Concepcion,1,0,2,Septiembre
ROBO DE VEHICULOS,Concepcion,0,0,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Concepcion,0,0,2,Septiembre
ROBO DE MOTOCICLETAS,Concepcion,1,1,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Concepcion,3,0,2,Septiembre
ABIGEATO,Alto Paraguay,2,0,2,Septiembre
COACCION SEXUAL,Alto Paraguay,0,0,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Alto Paraguay,1,1,2,Septiembre
HOMICIDIO DOLOSO,Alto Paraguay,0,0,2,Septiembre
HURTO,Alto Paraguay,0,0,2,Septiembre
HURTO AGRAVADO,Alto Paraguay,0,0,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Alto Paraguay,1,0,2,Septiembre
LESION,Alto Paraguay,0,0,2,Septiembre
ROBO DE OBJETOS,Alto Paraguay,0,0,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Alto Paraguay,0,0,2,Septiembre
ROBO DE VEHICULOS,Alto Paraguay,0,0,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Alto Paraguay,0,0,2,Septiembre
ROBO DE MOTOCICLETAS,Alto Paraguay,0,0,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Alto Paraguay,0,0,2,Septiembre
ABIGEATO,San Pedro,5,0,2,Septiembre
COACCION SEXUAL,San Pedro,2,1,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,San Pedro,8,8,2,Septiembre
HOMICIDIO DOLOSO,San Pedro,4,2,2,Septiembre
HURTO,San Pedro,0,0,2,Septiembre
HURTO AGRAVADO,San Pedro,1,0,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,San Pedro,8,8,2,Septiembre
LESION,San Pedro,3,3,2,Septiembre
ROBO DE OBJETOS,San Pedro,1,1,2,Septiembre
ROBO AGRAVADO DE OBJETOS,San Pedro,8,2,2,Septiembre
ROBO DE VEHICULOS,San Pedro,0,0,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,San Pedro,0,0,2,Septiembre
ROBO DE MOTOCICLETAS,San Pedro,0,0,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,San Pedro,2,0,2,Septiembre
ABIGEATO,Caaguazu,7,0,2,Septiembre
COACCION SEXUAL,Caaguazu,4,2,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Caaguazu,8,8,2,Septiembre
HOMICIDIO DOLOSO,Caaguazu,5,2,2,Septiembre
HURTO,Caaguazu,5,2,2,Septiembre
HURTO AGRAVADO,Caaguazu,8,1,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Caaguazu,28,26,2,Septiembre
LESION,Caaguazu,7,5,2,Septiembre
ROBO DE OBJETOS,Caaguazu,2,0,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Caaguazu,10,1,2,Septiembre
ROBO DE VEHICULOS,Caaguazu,2,0,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Caaguazu,1,0,2,Septiembre
ROBO DE MOTOCICLETAS,Caaguazu,7,1,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Caaguazu,0,0,2,Septiembre
ABIGEATO,Caazapa,4,2,2,Septiembre
COACCION SEXUAL,Caazapa,0,0,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Caazapa,1,1,2,Septiembre
HOMICIDIO DOLOSO,Caazapa,0,0,2,Septiembre
HURTO,Caazapa,0,0,2,Septiembre
HURTO AGRAVADO,Caazapa,0,0,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Caazapa,0,0,2,Septiembre
LESION,Caazapa,1,1,2,Septiembre
ROBO DE OBJETOS,Caazapa,0,0,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Caazapa,1,0,2,Septiembre
ROBO DE VEHICULOS,Caazapa,0,0,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Caazapa,1,0,2,Septiembre
ROBO DE MOTOCICLETAS,Caazapa,1,0,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Caazapa,1,0,2,Septiembre
ABIGEATO,Guaira,7,1,2,Septiembre
COACCION SEXUAL,Guaira,1,1,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Guaira,6,6,2,Septiembre
HOMICIDIO DOLOSO,Guaira,0,0,2,Septiembre
HURTO,Guaira,4,3,2,Septiembre
HURTO AGRAVADO,Guaira,2,0,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Guaira,8,8,2,Septiembre
LESION,Guaira,0,0,2,Septiembre
ROBO DE OBJETOS,Guaira,0,0,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Guaira,2,0,2,Septiembre
ROBO DE VEHICULOS,Guaira,0,0,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Guaira,0,0,2,Septiembre
ROBO DE MOTOCICLETAS,Guaira,7,2,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Guaira,0,0,2,Septiembre
ABIGEATO,Alto Parana,0,0,2,Septiembre
COACCION SEXUAL,Alto Parana,5,4,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Alto Parana,10,9,2,Septiembre
HOMICIDIO DOLOSO,Alto Parana,3,1,2,Septiembre
HURTO,Alto Parana,10,4,2,Septiembre
HURTO AGRAVADO,Alto Parana,7,2,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Alto Parana,35,32,2,Septiembre
LESION,Alto Parana,15,3,2,Septiembre
ROBO DE OBJETOS,Alto Parana,7,1,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Alto Parana,29,4,2,Septiembre
ROBO DE VEHICULOS,Alto Parana,2,1,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Alto Parana,4,1,2,Septiembre
ROBO DE MOTOCICLETAS,Alto Parana,6,0,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Alto Parana,4,0,2,Septiembre
ABIGEATO,Itapua,2,1,2,Septiembre
COACCION SEXUAL,Itapua,3,1,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Itapua,4,4,2,Septiembre
HOMICIDIO DOLOSO,Itapua,1,0,2,Septiembre
HURTO,Itapua,9,2,2,Septiembre
HURTO AGRAVADO,Itapua,11,1,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Itapua,24,23,2,Septiembre
LESION,Itapua,8,3,2,Septiembre
ROBO DE OBJETOS,Itapua,5,1,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Itapua,8,1,2,Septiembre
ROBO DE VEHICULOS,Itapua,0,0,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Itapua,0,0,2,Septiembre
ROBO DE MOTOCICLETAS,Itapua,16,2,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Itapua,2,0,2,Septiembre
ABIGEATO,Canindeyu,1,0,2,Septiembre
COACCION SEXUAL,Canindeyu,0,0,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Canindeyu,4,4,2,Septiembre
HOMICIDIO DOLOSO,Canindeyu,5,2,2,Septiembre
HURTO,Canindeyu,2,1,2,Septiembre
HURTO AGRAVADO,Canindeyu,1,0,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Canindeyu,0,0,2,Septiembre
LESION,Canindeyu,4,0,2,Septiembre
ROBO DE OBJETOS,Canindeyu,0,0,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Canindeyu,4,0,2,Septiembre
ROBO DE VEHICULOS,Canindeyu,0,0,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Canindeyu,0,0,2,Septiembre
ROBO DE MOTOCICLETAS,Canindeyu,1,0,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Canindeyu,0,0,2,Septiembre
ABIGEATO,Misiones,3,1,2,Septiembre
COACCION SEXUAL,Misiones,0,0,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Misiones,2,2,2,Septiembre
HOMICIDIO DOLOSO,Misiones,0,0,2,Septiembre
HURTO,Misiones,2,1,2,Septiembre
HURTO AGRAVADO,Misiones,2,0,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Misiones,10,10,2,Septiembre
LESION,Misiones,4,0,2,Septiembre
ROBO DE OBJETOS,Misiones,1,1,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Misiones,0,0,2,Septiembre
ROBO DE VEHICULOS,Misiones,1,1,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Misiones,0,0,2,Septiembre
ROBO DE MOTOCICLETAS,Misiones,1,1,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Misiones,0,0,2,Septiembre
ABIGEATO,Paraguari,6,2,2,Septiembre
COACCION SEXUAL,Paraguari,3,2,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Paraguari,6,6,2,Septiembre
HOMICIDIO DOLOSO,Paraguari,1,0,2,Septiembre
HURTO,Paraguari,3,1,2,Septiembre
HURTO AGRAVADO,Paraguari,5,1,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Paraguari,21,20,2,Septiembre
LESION,Paraguari,5,1,2,Septiembre
ROBO DE OBJETOS,Paraguari,1,0,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Paraguari,7,1,2,Septiembre
ROBO DE VEHICULOS,Paraguari,2,0,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Paraguari,1,0,2,Septiembre
ROBO DE MOTOCICLETAS,Paraguari,6,0,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Paraguari,0,0,2,Septiembre
ABIGEATO,Ñeembucu,6,1,2,Septiembre
COACCION SEXUAL,Ñeembucu,0,0,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Ñeembucu,1,0,2,Septiembre
HOMICIDIO DOLOSO,Ñeembucu,1,1,2,Septiembre
HURTO,Ñeembucu,3,0,2,Septiembre
HURTO AGRAVADO,Ñeembucu,0,0,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Ñeembucu,7,7,2,Septiembre
LESION,Ñeembucu,0,0,2,Septiembre
ROBO DE OBJETOS,Ñeembucu,0,0,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Ñeembucu,0,0,2,Septiembre
ROBO DE VEHICULOS,Ñeembucu,0,0,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Ñeembucu,0,0,2,Septiembre
ROBO DE MOTOCICLETAS,Ñeembucu,2,0,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Ñeembucu,0,0,2,Septiembre
ABIGEATO,Boqueron,0,0,2,Septiembre
COACCION SEXUAL,Boqueron,0,0,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Boqueron,0,0,2,Septiembre
HOMICIDIO DOLOSO,Boqueron,0,0,2,Septiembre
HURTO,Boqueron,0,0,2,Septiembre
HURTO AGRAVADO,Boqueron,0,0,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Boqueron,1,1,2,Septiembre
LESION,Boqueron,0,0,2,Septiembre
ROBO DE OBJETOS,Boqueron,0,0,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Boqueron,1,0,2,Septiembre
ROBO DE VEHICULOS,Boqueron,0,0,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Boqueron,0,0,2,Septiembre
ROBO DE MOTOCICLETAS,Boqueron,0,0,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Boqueron,0,0,2,Septiembre
ABIGEATO,Presidente Hayes,2,1,2,Septiembre
COACCION SEXUAL,Presidente Hayes,1,1,2,Septiembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Presidente Hayes,1,1,2,Septiembre
HOMICIDIO DOLOSO,Presidente Hayes,0,0,2,Septiembre
HURTO,Presidente Hayes,3,1,2,Septiembre
HURTO AGRAVADO,Presidente Hayes,1,0,2,Septiembre
LESION CULPOSA EN ACC. DE TTO.,Presidente Hayes,0,0,2,Septiembre
LESION,Presidente Hayes,1,0,2,Septiembre
ROBO DE OBJETOS,Presidente Hayes,0,0,2,Septiembre
ROBO AGRAVADO DE OBJETOS,Presidente Hayes,1,0,2,Septiembre
ROBO DE VEHICULOS,Presidente Hayes,0,0,2,Septiembre
ROBO AGRAVADO DE VEHICULOS,Presidente Hayes,0,0,2,Septiembre
ROBO DE MOTOCICLETAS,Presidente Hayes,2,0,2,Septiembre
ROBO AGRAVADO DE MOTOCICLETAS,Presidente Hayes,0,0,2,Septiembre
ABIGEATO,Asuncion,0,0,2,Octubre
COACCION SEXUAL,Asuncion,4,4,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Asuncion,4,4,2,Octubre
HOMICIDIO DOLOSO,Asuncion,1,1,2,Octubre
HURTO,Asuncion,12,7,2,Octubre
HURTO AGRAVADO,Asuncion,16,10,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Asuncion,16,16,2,Octubre
LESION,Asuncion,11,3,2,Octubre
ROBO DE OBJETOS,Asuncion,5,3,2,Octubre
ROBO AGRAVADO DE OBJETOS,Asuncion,14,4,2,Octubre
ROBO DE VEHICULOS,Asuncion,29,0,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Asuncion,0,0,2,Octubre
ROBO DE MOTOCICLETAS,Asuncion,42,1,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Asuncion,0,0,2,Octubre
ABIGEATO,Central,0,0,2,Octubre
COACCION SEXUAL,Central,20,17,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Central,15,14,2,Octubre
HOMICIDIO DOLOSO,Central,5,2,2,Octubre
HURTO,Central,33,15,2,Octubre
HURTO AGRAVADO,Central,28,12,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Central,53,52,2,Octubre
LESION,Central,26,11,2,Octubre
ROBO DE OBJETOS,Central,11,7,2,Octubre
ROBO AGRAVADO DE OBJETOS,Central,44,8,2,Octubre
ROBO DE VEHICULOS,Central,26,0,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Central,7,0,2,Octubre
ROBO DE MOTOCICLETAS,Central,65,1,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Central,6,0,2,Octubre
ABIGEATO,Cordillera,1,0,2,Octubre
COACCION SEXUAL,Cordillera,0,0,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Cordillera,5,5,2,Octubre
HOMICIDIO DOLOSO,Cordillera,0,0,2,Octubre
HURTO,Cordillera,3,1,2,Octubre
HURTO AGRAVADO,Cordillera,12,2,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Cordillera,22,22,2,Octubre
LESION,Cordillera,2,1,2,Octubre
ROBO DE OBJETOS,Cordillera,0,0,2,Octubre
ROBO AGRAVADO DE OBJETOS,Cordillera,2,0,2,Octubre
ROBO DE VEHICULOS,Cordillera,0,0,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Cordillera,0,0,2,Octubre
ROBO DE MOTOCICLETAS,Cordillera,7,0,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Cordillera,0,0,2,Octubre
ABIGEATO,Amambay,1,0,2,Octubre
COACCION SEXUAL,Amambay,1,1,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Amambay,4,4,2,Octubre
HOMICIDIO DOLOSO,Amambay,11,1,2,Octubre
HURTO,Amambay,2,2,2,Octubre
HURTO AGRAVADO,Amambay,1,0,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Amambay,8,7,2,Octubre
LESION,Amambay,4,1,2,Octubre
ROBO DE OBJETOS,Amambay,2,0,2,Octubre
ROBO AGRAVADO DE OBJETOS,Amambay,1,1,2,Octubre
ROBO DE VEHICULOS,Amambay,0,0,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Amambay,1,0,2,Octubre
ROBO DE MOTOCICLETAS,Amambay,1,0,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Amambay,0,0,2,Octubre
ABIGEATO,Concepcion,1,0,2,Octubre
COACCION SEXUAL,Concepcion,0,0,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Concepcion,6,5,2,Octubre
HOMICIDIO DOLOSO,Concepcion,3,0,2,Octubre
HURTO,Concepcion,2,0,2,Octubre
HURTO AGRAVADO,Concepcion,5,2,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Concepcion,7,6,2,Octubre
LESION,Concepcion,5,2,2,Octubre
ROBO DE OBJETOS,Concepcion,2,0,2,Octubre
ROBO AGRAVADO DE OBJETOS,Concepcion,4,0,2,Octubre
ROBO DE VEHICULOS,Concepcion,0,0,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Concepcion,0,0,2,Octubre
ROBO DE MOTOCICLETAS,Concepcion,5,0,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Concepcion,6,0,2,Octubre
ABIGEATO,Alto Paraguay,0,0,2,Octubre
COACCION SEXUAL,Alto Paraguay,0,0,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Alto Paraguay,0,0,2,Octubre
HOMICIDIO DOLOSO,Alto Paraguay,0,0,2,Octubre
HURTO,Alto Paraguay,0,0,2,Octubre
HURTO AGRAVADO,Alto Paraguay,0,0,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Alto Paraguay,1,1,2,Octubre
LESION,Alto Paraguay,0,0,2,Octubre
ROBO DE OBJETOS,Alto Paraguay,0,0,2,Octubre
ROBO AGRAVADO DE OBJETOS,Alto Paraguay,0,0,2,Octubre
ROBO DE VEHICULOS,Alto Paraguay,0,0,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Alto Paraguay,0,0,2,Octubre
ROBO DE MOTOCICLETAS,Alto Paraguay,0,0,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Alto Paraguay,0,0,2,Octubre
ABIGEATO,San Pedro,19,4,2,Octubre
COACCION SEXUAL,San Pedro,2,2,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,San Pedro,7,7,2,Octubre
HOMICIDIO DOLOSO,San Pedro,1,0,2,Octubre
HURTO,San Pedro,8,4,2,Octubre
HURTO AGRAVADO,San Pedro,5,0,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,San Pedro,16,14,2,Octubre
LESION,San Pedro,11,2,2,Octubre
ROBO DE OBJETOS,San Pedro,0,0,2,Octubre
ROBO AGRAVADO DE OBJETOS,San Pedro,18,1,2,Octubre
ROBO DE VEHICULOS,San Pedro,0,0,2,Octubre
ROBO AGRAVADO DE VEHICULOS,San Pedro,0,0,2,Octubre
ROBO DE MOTOCICLETAS,San Pedro,5,3,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,San Pedro,0,0,2,Octubre
ABIGEATO,Caaguazu,12,0,2,Octubre
COACCION SEXUAL,Caaguazu,7,1,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Caaguazu,11,11,2,Octubre
HOMICIDIO DOLOSO,Caaguazu,4,2,2,Octubre
HURTO,Caaguazu,9,2,2,Octubre
HURTO AGRAVADO,Caaguazu,7,4,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Caaguazu,42,40,2,Octubre
LESION,Caaguazu,15,9,2,Octubre
ROBO DE OBJETOS,Caaguazu,0,0,2,Octubre
ROBO AGRAVADO DE OBJETOS,Caaguazu,15,0,2,Octubre
ROBO DE VEHICULOS,Caaguazu,1,0,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Caaguazu,1,1,2,Octubre
ROBO DE MOTOCICLETAS,Caaguazu,11,2,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Caaguazu,2,1,2,Octubre
ABIGEATO,Caazapa,3,1,2,Octubre
COACCION SEXUAL,Caazapa,1,1,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Caazapa,2,2,2,Octubre
HOMICIDIO DOLOSO,Caazapa,1,1,2,Octubre
HURTO,Caazapa,1,1,2,Octubre
HURTO AGRAVADO,Caazapa,1,0,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Caazapa,8,8,2,Octubre
LESION,Caazapa,1,1,2,Octubre
ROBO DE OBJETOS,Caazapa,0,0,2,Octubre
ROBO AGRAVADO DE OBJETOS,Caazapa,4,0,2,Octubre
ROBO DE VEHICULOS,Caazapa,1,0,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Caazapa,0,0,2,Octubre
ROBO DE MOTOCICLETAS,Caazapa,1,0,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Caazapa,1,0,2,Octubre
ABIGEATO,Guaira,10,4,2,Octubre
COACCION SEXUAL,Guaira,1,0,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Guaira,2,2,2,Octubre
HOMICIDIO DOLOSO,Guaira,2,1,2,Octubre
HURTO,Guaira,1,1,2,Octubre
HURTO AGRAVADO,Guaira,3,0,2,Octubre
LESION CULPOSA EN ACC. DE TTO.,Guaira,13,13,2,Octubre
LESION,Guaira,2,1,2,Octubre
ROBO DE OBJETOS,Guaira,0,0,2,Octubre
ROBO AGRAVADO DE OBJETOS,Guaira,2,1,2,Octubre
ROBO DE VEHICULOS,Guaira,0,0,2,Octubre
ROBO AGRAVADO DE VEHICULOS,Guaira,0,0,2,Octubre
ROBO DE MOTOCICLETAS,Guaira,3,1,2,Octubre
ROBO AGRAVADO DE MOTOCICLETAS,Guaira,1,1,2,Octubre
ABIGEATO,Alto Parana,2,0,2,Octubre
COACCION SEXUAL,Alto Parana,6,3,2,Octubre
HOMICIDIO CULPOSO EN ACC DE TTO.,Alto Parana,5,4,2,Octubre
HOMICIDIO DOLOSO,Alto Parana,2,1,2,Octubre
HURTO,Alto Parana,15,5,2,Octubre
